trait,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
current,0.0,7.549,1.2107,1.6476,1.3156,0.0,1.1679,0.44,2022-10-17 13:51:31.565000+00:00
current,0.3348,5.5864,1.5043,2.4095,1.4027,0.0131,1.3182,0.508,2022-10-17 13:51:33.456000+00:00
current,0.5075,6.6052,2.4957,2.1987,1.2281,0.0,1.4912,0.456,2022-10-17 13:51:35.347000+00:00
current,0.6956,6.2948,2.6605,2.518,0.9222,0.0,1.6508,0.5358,2022-10-17 13:51:37.238000+00:00
current,1.6809,6.9092,2.6364,2.4692,1.1633,0.0,1.6703,0.602,2022-10-17 13:51:39.129000+00:00
current,1.0801,8.4462,2.5918,2.3913,1.4895,0.065,2.0319,0.5265,2022-10-17 13:51:41.020000+00:00
current,1.113,5.5251,2.3823,1.8492,1.9028,0.2094,2.8217,0.4337,2022-10-17 13:51:42.911000+00:00
current,1.296,5.0848,5.5329,1.9893,1.8201,0.325,2.6251,0.4792,2022-10-17 13:51:44.802000+00:00
current,0.9799,4.4515,5.1307,1.8323,2.8293,0.9519,2.737,0.4462,2022-10-17 13:51:46.693000+00:00
current,1.0486,3.7375,4.6564,1.7597,2.9676,1.5292,1.8691,0.4303,2022-10-17 13:51:48.584000+00:00
current,0.3582,2.1338,5.5194,1.6989,2.7205,1.7846,1.8567,0.4072,2022-10-17 13:51:50.475000+00:00
current,1.1273,1.3268,5.9597,1.8389,3.15,2.2677,1.3142,0.4877,2022-10-17 13:51:52.366000+00:00
current,0.8533,0.0,5.9094,2.1842,2.5084,3.1751,1.5111,0.4828,2022-10-17 13:51:54.257000+00:00
current,1.86,1.9381,4.7025,2.02,1.8974,2.8629,1.7569,0.3478,2022-10-17 13:51:56.148000+00:00
current,1.8126,2.9563,3.0593,1.8234,1.9713,3.2513,2.6696,0.4,2022-10-17 13:51:58.039000+00:00
current,2.2599,3.7593,3.1247,1.8471,0.9481,2.9338,2.0975,0.4468,2022-10-17 13:51:59.930000+00:00
current,2.1629,0.8296,3.013,1.4154,0.8301,3.1913,2.3556,0.346,2022-10-17 13:52:01.821000+00:00
current,2.086,4.5266,2.5347,1.0936,1.1143,3.3718,2.4971,0.3154,2022-10-17 13:52:03.712000+00:00
current,1.7612,4.0015,3.7008,1.2868,1.7638,3.3041,2.3549,0.3168,2022-10-17 13:52:05.603000+00:00
current,1.7937,7.0476,4.9058,1.0798,1.7013,3.3635,2.0158,0.4568,2022-10-17 13:52:07.494000+00:00
current,1.9149,8.1622,6.2699,1.3693,2.3054,3.5971,1.7631,0.3047,2022-10-17 13:52:09.385000+00:00
current,1.5147,7.5627,4.8211,1.3164,1.6113,3.5523,1.5044,0.3375,2022-10-17 13:52:11.276000+00:00
current,1.4591,10.7405,6.0543,1.1828,1.7218,3.7018,1.3463,0.2351,2022-10-17 13:52:13.167000+00:00
current,1.185,11.1888,3.5589,1.5825,2.1887,3.3027,1.5634,0.3047,2022-10-17 13:52:15.058000+00:00
current,2.2824,10.292,3.5737,1.3139,2.8322,3.2253,1.5015,0.3248,2022-10-17 13:52:16.949000+00:00
current,2.1663,9.2189,4.7158,1.3027,2.4715,2.8513,0.8626,0.2229,2022-10-17 13:52:18.840000+00:00
current,2.8171,10.5786,3.418,1.0713,2.8675,2.1575,0.7598,0.1175,2022-10-17 13:52:20.731000+00:00
current,2.5987,9.2392,1.8698,1.0791,3.5497,2.178,1.3599,0.0635,2022-10-17 13:52:22.622000+00:00
current,2.6122,8.2919,2.0559,1.3146,3.0107,2.359,1.6167,0.0461,2022-10-17 13:52:24.513000+00:00
current,1.8942,7.0824,4.3194,1.3563,3.2395,2.1675,1.7838,0.1021,2022-10-17 13:52:26.404000+00:00
current,1.6518,5.7346,6.4202,1.3267,2.7874,2.18,1.3707,0.0717,2022-10-17 13:52:28.295000+00:00
current,1.7375,4.6215,7.6605,1.2679,2.6186,3.1435,1.8702,0.0358,2022-10-17 13:52:30.186000+00:00
current,2.45,7.651,6.107,1.3542,3.2131,3.0364,2.1144,0.0,2022-10-17 13:52:32.077000+00:00
current,2.4612,9.1276,5.9401,1.4949,2.5489,3.3655,1.259,0.0,2022-10-17 13:52:33.968000+00:00
current,3.0079,9.1946,8.5358,1.6163,2.6101,3.3393,0.6693,0.0,2022-10-17 13:52:35.859000+00:00
current,3.1567,7.9757,9.2311,1.6351,2.1017,3.1451,0.6204,0.0,2022-10-17 13:52:37.750000+00:00
current,3.7464,6.8723,6.8451,1.3874,3.2142,2.7236,0.9772,0.0761,2022-10-17 13:52:39.641000+00:00
current,3.4981,6.1812,7.5895,1.321,2.9099,2.3307,0.7292,0.0,2022-10-17 13:52:41.532000+00:00
current,4.4061,9.0817,6.3666,1.1544,2.8435,1.4971,0.622,0.0616,2022-10-17 13:52:43.423000+00:00
current,3.8949,9.2442,5.8161,1.2917,3.144,1.2938,1.4796,0.1539,2022-10-17 13:52:45.314000+00:00
current,3.3049,10.1365,6.5921,1.1909,2.7853,0.5127,0.7153,0.2404,2022-10-17 13:52:47.205000+00:00
current,2.5691,10.0447,5.9274,1.1096,2.4243,0.7837,0.3597,0.0973,2022-10-17 13:52:49.096000+00:00
current,3.5426,8.1882,5.1371,1.6216,2.608,0.9964,1.193,0.0992,2022-10-17 13:52:50.987000+00:00
current,3.7205,8.1322,6.3903,1.5474,2.9916,1.2017,1.1804,0.0917,2022-10-17 13:52:52.878000+00:00
current,3.3477,6.1561,7.1184,0.8814,2.5603,1.1583,1.1037,0.2158,2022-10-17 13:52:54.769000+00:00
current,3.7435,8.0891,7.2577,1.493,2.4126,1.2237,1.984,0.2408,2022-10-17 13:52:56.660000+00:00
current,3.8405,6.652,9.5632,1.4631,2.4625,1.213,1.445,0.2354,2022-10-17 13:52:58.551000+00:00
current,4.5183,5.6475,9.3114,1.3272,2.779,1.4034,1.195,0.2036,2022-10-17 13:53:00.442000+00:00
current,3.5051,7.0068,9.2192,1.2037,2.6095,1.5837,1.003,0.1251,2022-10-17 13:53:02.333000+00:00
current,3.1856,5.7602,8.3542,1.0863,2.1059,1.2627,1.1683,0.2428,2022-10-17 13:53:04.224000+00:00
current,2.807,5.4214,6.7728,1.5269,1.4169,1.858,1.1063,0.3325,2022-10-17 13:53:06.115000+00:00
current,1.7681,1.1641,4.795,1.2961,1.0845,2.0355,0.8752,0.1871,2022-10-17 13:53:08.006000+00:00
current,2.2347,1.1158,5.8179,1.0878,1.409,1.5614,0.7296,0.2222,2022-10-17 13:53:09.897000+00:00
current,2.04,2.5706,5.1311,1.0393,1.4622,1.7244,1.1862,0.1142,2022-10-17 13:53:11.788000+00:00
current,2.3313,1.8851,8.2389,0.5136,1.439,2.181,1.7698,0.1488,2022-10-17 13:53:13.679000+00:00
current,3.3419,3.2057,6.7703,0.4371,1.4284,1.6733,1.3813,0.0,2022-10-17 13:53:15.570000+00:00
current,2.9981,3.454,5.6052,0.8534,1.5813,0.716,1.3363,0.094,2022-10-17 13:53:17.461000+00:00
current,2.6573,5.4815,5.8966,0.9944,1.8889,0.3456,1.7523,0.0233,2022-10-17 13:53:19.352000+00:00
current,2.6,4.3275,4.4886,1.2032,1.387,1.1411,1.3367,0.0335,2022-10-17 13:53:21.243000+00:00
current,2.9497,4.0952,2.647,0.9961,0.4026,0.7377,1.1063,0.0872,2022-10-17 13:53:23.134000+00:00
current,2.5466,1.8793,3.6594,0.4604,0.3383,1.0303,1.1509,0.1771,2022-10-17 13:53:25.025000+00:00
current,2.154,2.1361,1.0467,0.7585,0.0354,1.0175,1.1144,0.1667,2022-10-17 13:53:26.916000+00:00
current,2.5806,1.8288,1.6314,0.4658,0.0,1.9161,0.9042,0.2481,2022-10-17 13:53:28.807000+00:00
current,2.6511,3.8101,2.1835,0.0079,0.0,2.3364,1.4738,0.1593,2022-10-17 13:53:30.698000+00:00
current,1.595,3.0034,3.5532,0.0,0.0,2.3818,1.1941,0.1597,2022-10-17 13:53:32.589000+00:00
current,1.023,2.6059,4.2324,0.0,0.4441,2.1254,1.7851,0.1376,2022-10-17 13:53:34.480000+00:00
current,1.7679,1.8372,7.6786,0.0,0.3708,2.4407,1.9081,0.0994,2022-10-17 13:53:36.371000+00:00
current,1.9304,2.2931,6.8916,0.0,0.2932,1.618,1.3085,0.0599,2022-10-17 13:53:38.262000+00:00
current,1.5388,5.9085,5.0131,0.6001,1.4218,1.3084,2.0713,0.2064,2022-10-17 13:53:40.153000+00:00
current,1.4598,0.1971,8.3402,0.6442,1.9088,1.4123,1.415,0.3033,2022-10-17 13:53:42.044000+00:00
current,1.4736,0.6944,8.0732,0.4811,1.9019,0.761,2.0616,0.3802,2022-10-17 13:53:43.935000+00:00
current,1.8197,3.1393,6.6328,0.5739,1.5657,0.8146,2.0359,0.4864,2022-10-17 13:53:45.826000+00:00
current,1.1639,2.5798,4.4664,0.9599,1.4639,0.2357,2.4575,0.4128,2022-10-17 13:53:47.717000+00:00
current,0.8126,3.7782,4.074,0.2356,2.0789,0.4299,2.5071,0.2735,2022-10-17 13:53:49.608000+00:00
current,1.0111,5.9196,3.1482,0.1872,1.8843,0.435,3.4365,0.229,2022-10-17 13:53:51.499000+00:00
current,1.0175,5.4715,2.3259,0.3767,2.0704,0.4464,3.0954,0.2839,2022-10-17 13:53:53.390000+00:00
current,1.3335,4.4532,0.0,0.5806,2.2333,0.644,2.9236,0.3339,2022-10-17 13:53:55.281000+00:00
current,0.7858,6.1317,0.0,0.4783,2.5999,0.6662,2.9188,0.3357,2022-10-17 13:53:57.172000+00:00
current,1.0258,6.9233,0.9408,0.0904,2.306,1.0145,2.6251,0.2732,2022-10-17 13:53:59.063000+00:00
current,1.5811,6.7242,0.0518,0.2687,2.9936,0.639,2.1193,0.2144,2022-10-17 13:54:00.954000+00:00
current,1.8015,7.6459,0.0,0.0963,2.5983,0.1077,1.4448,0.0777,2022-10-17 13:54:02.845000+00:00
current,1.8392,9.0458,0.0,0.0,3.1636,0.8188,2.2192,0.0895,2022-10-17 13:54:04.736000+00:00
current,1.7646,8.6498,0.3702,0.0,3.1431,0.5423,1.7545,0.1148,2022-10-17 13:54:06.627000+00:00
current,1.3561,8.8792,2.8303,0.0,3.0394,0.5095,1.9951,0.2608,2022-10-17 13:54:08.518000+00:00
current,1.3408,9.4403,3.2452,0.0,3.0164,0.8492,1.9313,0.1981,2022-10-17 13:54:10.409000+00:00
current,1.9423,8.3367,1.9377,0.5538,3.1403,0.6091,1.535,0.1627,2022-10-17 13:54:12.300000+00:00
current,1.8467,10.0396,2.0304,0.7785,3.4146,0.1113,1.1767,0.3134,2022-10-17 13:54:14.191000+00:00
current,1.4046,7.9462,2.7058,0.8663,4.2575,0.2302,0.7589,0.1813,2022-10-17 13:54:16.082000+00:00
current,1.1903,7.5323,1.3699,1.4126,3.3904,0.0,1.5854,0.2705,2022-10-17 13:54:17.973000+00:00
current,1.3177,8.6285,0.5461,2.0327,3.1688,0.7951,1.3153,0.2023,2022-10-17 13:54:19.864000+00:00
current,1.167,6.6345,0.0,2.2557,3.0674,0.9536,1.7659,0.2944,2022-10-17 13:54:21.755000+00:00
current,1.4281,7.9902,0.0127,1.9933,3.5557,1.534,1.7282,0.2879,2022-10-17 13:54:23.646000+00:00
current,1.6804,8.0973,0.0,2.0621,3.0998,1.4122,2.074,0.4217,2022-10-17 13:54:25.537000+00:00
current,2.0767,10.0484,0.0,2.2562,2.9314,1.6273,2.1353,0.4971,2022-10-17 13:54:27.428000+00:00
current,2.6802,10.6401,0.0,1.3174,3.6342,1.4401,2.4302,0.5795,2022-10-17 13:54:29.319000+00:00
current,3.0259,9.9053,0.0,0.8938,3.304,1.1684,2.4635,0.6851,2022-10-17 13:54:31.210000+00:00
current,2.4453,9.8885,0.6921,1.1189,2.643,0.7106,1.5289,0.7094,2022-10-17 13:54:33.101000+00:00
current,1.937,9.932,0.0,1.0895,3.5216,1.0083,2.1722,0.643,2022-10-17 13:54:34.992000+00:00
current,1.8619,12.8404,0.0,1.2814,2.3473,1.2566,2.0344,0.5991,2022-10-17 13:54:36.883000+00:00
current,1.6209,12.2899,0.0,1.5077,2.0303,1.0219,1.7025,0.5645,2022-10-17 13:54:38.774000+00:00
current,1.0866,11.4307,0.0,1.1646,2.3864,0.8315,1.6948,0.3634,2022-10-17 13:54:40.665000+00:00
current,0.9275,10.5634,0.0,1.097,2.4901,1.1647,2.3151,0.3133,2022-10-17 13:54:42.556000+00:00
current,0.7691,10.4109,0.0,1.1542,2.318,1.0,2.2907,0.3402,2022-10-17 13:54:44.447000+00:00
current,0.5355,8.1114,0.0,1.4531,1.5856,0.9075,2.1307,0.2893,2022-10-17 13:54:46.338000+00:00
current,0.4897,7.27,0.0,1.7225,1.6558,1.7135,2.7432,0.3916,2022-10-17 13:54:48.229000+00:00
current,1.1387,5.4842,0.0,1.1046,1.1971,1.6686,2.1533,0.2398,2022-10-17 13:54:50.120000+00:00
current,1.2705,4.0906,0.0,0.3708,1.181,1.3481,1.5854,0.1589,2022-10-17 13:54:52.011000+00:00
current,2.4389,5.5907,0.0,0.2553,0.9297,1.1283,1.2413,0.1156,2022-10-17 13:54:53.902000+00:00
current,2.4274,5.6698,0.5499,0.7467,0.8357,1.6951,1.3138,0.0,2022-10-17 13:54:55.793000+00:00
current,2.2043,4.4858,1.7179,0.5965,0.7129,1.6866,1.3003,0.0315,2022-10-17 13:54:57.684000+00:00
current,2.1394,4.3868,1.8223,1.411,1.487,1.569,1.9474,0.0144,2022-10-17 13:54:59.575000+00:00
current,2.1975,4.1413,0.8452,0.9353,2.6861,0.9706,1.8733,0.0193,2022-10-17 13:55:01.466000+00:00
current,2.3324,4.4085,1.3092,0.6069,2.3607,0.1362,2.2624,0.1555,2022-10-17 13:55:03.357000+00:00
current,3.2122,2.1,1.8507,0.4295,2.9906,0.5312,1.8328,0.2855,2022-10-17 13:55:05.248000+00:00
current,2.6541,0.7019,1.3299,0.169,2.3008,0.0,1.6415,0.2936,2022-10-17 13:55:07.139000+00:00
current,2.9391,0.0,1.9265,0.0,2.7422,0.0,1.5554,0.3416,2022-10-17 13:55:09.030000+00:00
current,2.8948,0.0,2.8797,0.1751,2.8189,0.0,1.6192,0.2772,2022-10-17 13:55:10.921000+00:00
current,2.0331,0.0,3.5627,0.2869,1.94,0.1829,1.6741,0.2433,2022-10-17 13:55:12.812000+00:00
current,2.3395,0.0,4.8173,0.0257,1.5511,0.2106,1.8173,0.3037,2022-10-17 13:55:14.703000+00:00
current,2.8447,0.0,5.8207,0.1677,1.3466,0.655,1.8366,0.3655,2022-10-17 13:55:16.594000+00:00
current,2.3179,2.7072,6.946,0.0398,1.5161,0.8132,0.5734,0.3567,2022-10-17 13:55:18.485000+00:00
current,2.2356,4.3808,6.0286,0.4081,1.6425,1.0648,0.329,0.455,2022-10-17 13:55:20.376000+00:00
current,1.3686,3.614,6.8233,0.5872,1.4087,1.3504,0.1785,0.4845,2022-10-17 13:55:22.267000+00:00
current,0.8038,4.1913,7.1703,0.8306,0.8842,1.6674,0.1908,0.338,2022-10-17 13:55:24.158000+00:00
current,1.3612,4.2588,7.889,0.8877,0.0245,2.1696,0.3274,0.2897,2022-10-17 13:55:26.049000+00:00
current,1.1632,3.4333,7.6855,0.8726,0.0,2.0643,0.8126,0.2106,2022-10-17 13:55:27.940000+00:00
current,0.6883,5.8499,7.9517,0.9698,0.0409,1.4322,0.543,0.0842,2022-10-17 13:55:29.831000+00:00
current,0.8791,9.1402,6.3412,1.9156,0.981,1.439,0.0,0.1214,2022-10-17 13:55:31.722000+00:00
current,0.7035,6.4192,6.7215,1.6646,1.0946,1.445,0.0,0.119,2022-10-17 13:55:33.613000+00:00
current,0.5692,8.7261,7.9831,1.8432,0.8382,1.5054,0.0,0.1615,2022-10-17 13:55:35.504000+00:00
current,1.0074,7.483,9.6518,2.0015,1.5973,1.1548,0.6547,0.0516,2022-10-17 13:55:37.395000+00:00
current,0.5236,6.9012,8.9729,2.7454,1.843,1.3665,0.574,0.0,2022-10-17 13:55:39.286000+00:00
current,0.2067,7.2683,10.7101,3.0068,1.7484,1.0143,0.4462,0.0,2022-10-17 13:55:41.177000+00:00
current,0.4108,9.6658,9.8762,2.2081,0.8868,1.4855,0.1913,0.0,2022-10-17 13:55:43.068000+00:00
current,0.9711,9.754,10.1817,1.9873,0.5778,1.8558,1.277,0.0,2022-10-17 13:55:44.959000+00:00
current,1.5996,10.0478,9.6799,1.1536,0.6962,2.3365,2.2772,0.0,2022-10-17 13:55:46.850000+00:00
current,1.286,11.0328,10.7114,1.2831,0.6022,2.1596,1.5913,0.1332,2022-10-17 13:55:48.741000+00:00
current,1.7441,12.1771,10.3298,1.364,0.9584,1.5932,1.514,0.2596,2022-10-17 13:55:50.632000+00:00
current,1.361,12.3899,8.9978,1.2369,1.1557,1.6459,1.4706,0.1962,2022-10-17 13:55:52.523000+00:00
current,2.2222,13.4086,9.8145,1.3338,0.0861,1.8815,1.8154,0.142,2022-10-17 13:55:54.414000+00:00
current,1.6298,11.6859,8.6626,1.5728,0.1322,1.2866,1.5012,0.2054,2022-10-17 13:55:56.305000+00:00
current,2.2341,8.2781,8.6204,1.3444,0.4438,0.8993,1.8638,0.2099,2022-10-17 13:55:58.196000+00:00
current,1.8611,11.0278,6.1169,0.9684,1.252,1.4522,1.8241,0.2023,2022-10-17 13:56:00.087000+00:00
current,2.7586,8.8245,6.961,0.7917,0.5425,2.0408,1.3506,0.1859,2022-10-17 13:56:01.978000+00:00
current,2.9095,7.6649,4.3974,1.0008,0.2354,2.2027,1.7047,0.2221,2022-10-17 13:56:03.869000+00:00
current,2.3028,6.9519,3.7819,1.019,0.528,2.1445,2.3463,0.117,2022-10-17 13:56:05.760000+00:00
current,1.9849,6.0285,2.1638,1.3364,0.1458,1.6403,1.7819,0.1095,2022-10-17 13:56:07.651000+00:00
current,2.3009,4.8342,1.0096,0.8623,0.5478,1.8613,2.4199,0.0,2022-10-17 13:56:09.542000+00:00
current,2.7107,5.7036,1.3038,1.2029,0.7296,1.47,2.9507,0.0124,2022-10-17 13:56:11.433000+00:00
current,2.5606,6.5034,0.7869,1.6466,1.1523,2.3196,3.1922,0.0207,2022-10-17 13:56:13.324000+00:00
current,2.4787,7.4613,2.0537,2.2752,2.3462,2.7601,3.4579,0.0167,2022-10-17 13:56:15.215000+00:00
current,2.7348,8.221,1.9844,2.2707,2.1192,2.3375,3.6688,0.0,2022-10-17 13:56:17.106000+00:00
current,2.6758,7.3132,2.4312,2.2165,1.864,2.3982,2.9311,0.0,2022-10-17 13:56:18.997000+00:00
current,1.9643,6.4935,1.6229,2.3849,2.3294,2.012,3.1276,0.0,2022-10-17 13:56:20.888000+00:00
current,1.5459,8.2683,2.8189,2.253,3.1675,2.0479,2.7482,0.0,2022-10-17 13:56:22.779000+00:00
current,1.6536,7.1846,3.2002,1.8575,3.391,2.3607,2.442,0.0,2022-10-17 13:56:24.670000+00:00
current,2.2033,6.1769,3.9658,1.2856,3.7739,2.3206,3.3321,0.0,2022-10-17 13:56:26.561000+00:00
current,2.8831,7.6734,4.9423,1.0181,3.4893,2.1823,3.0424,0.0,2022-10-17 13:56:28.452000+00:00
current,3.1085,7.4709,5.9495,1.5414,3.5275,2.3583,3.0782,0.0609,2022-10-17 13:56:30.343000+00:00
current,3.084,6.4937,6.304,1.6157,3.2058,2.5485,3.6556,0.0783,2022-10-17 13:56:32.234000+00:00
current,3.2751,5.6296,6.3263,1.0828,2.3726,1.9935,3.306,0.2165,2022-10-17 13:56:34.125000+00:00
current,2.7932,7.4985,7.49,1.1142,2.279,1.7928,3.4697,0.1882,2022-10-17 13:56:36.016000+00:00
current,2.5967,8.3015,7.3802,1.2993,2.2881,1.74,3.2988,0.0668,2022-10-17 13:56:37.907000+00:00
current,2.1099,8.4531,6.5728,1.6193,2.1206,1.7333,3.6184,0.0,2022-10-17 13:56:39.798000+00:00
current,1.4757,6.297,7.4814,1.3046,2.6023,2.3648,3.0211,0.0,2022-10-17 13:56:41.689000+00:00
current,1.6358,6.656,8.4579,1.2561,2.8328,2.129,2.7025,0.0006,2022-10-17 13:56:43.580000+00:00
current,1.7116,6.2379,7.9879,0.6781,2.9467,1.9218,1.989,0.0186,2022-10-17 13:56:45.471000+00:00
current,2.0117,4.7183,8.3901,0.9096,2.5106,1.5923,1.6415,0.1633,2022-10-17 13:56:47.362000+00:00
current,2.2164,3.8586,8.5499,0.1538,2.4362,1.6906,1.9348,0.1363,2022-10-17 13:56:49.253000+00:00
current,2.2605,5.2055,8.2441,0.1584,2.1235,1.0125,2.014,0.0987,2022-10-17 13:56:51.144000+00:00
current,2.4452,7.3105,6.0523,0.0579,1.9353,0.963,1.8127,0.0,2022-10-17 13:56:53.035000+00:00
current,2.3345,5.4467,4.5318,0.7678,1.7899,1.1865,1.3687,0.1335,2022-10-17 13:56:54.926000+00:00
current,2.4454,3.9754,4.0631,1.2745,1.9126,1.4539,1.7067,0.2521,2022-10-17 13:56:56.817000+00:00
current,2.0191,5.3074,4.1463,0.9347,1.9259,1.6606,0.9481,0.1956,2022-10-17 13:56:58.708000+00:00
current,2.1415,4.7032,2.7243,0.8589,1.4676,1.4827,1.2459,0.2118,2022-10-17 13:57:00.599000+00:00
current,2.3898,5.7314,0.3176,0.2026,1.5047,1.3451,1.5654,0.1251,2022-10-17 13:57:02.490000+00:00
current,1.9951,5.0628,0.5987,0.0,1.8028,1.3996,1.405,0.2006,2022-10-17 13:57:04.381000+00:00
current,1.9731,6.0946,0.9882,0.0,2.1037,1.3633,1.0206,0.2973,2022-10-17 13:57:06.272000+00:00
current,1.6413,3.8355,2.3915,0.0,1.5314,1.3187,0.336,0.2173,2022-10-17 13:57:08.163000+00:00
current,1.3876,4.9449,4.967,0.3095,1.5332,1.025,0.3954,0.2106,2022-10-17 13:57:10.054000+00:00
current,0.8828,1.6151,3.2396,0.0225,0.802,1.0065,0.4791,0.2579,2022-10-17 13:57:11.945000+00:00
current,1.5328,3.561,3.7744,0.5956,0.6022,0.3655,0.7707,0.3292,2022-10-17 13:57:13.836000+00:00
current,2.0255,3.7445,6.7594,1.3282,0.6887,0.5502,0.0575,0.3935,2022-10-17 13:57:15.727000+00:00
current,2.2248,4.6863,4.9027,1.0826,1.1021,0.3752,0.7967,0.4599,2022-10-17 13:57:17.618000+00:00
current,3.067,5.2004,3.6508,0.8328,1.5706,0.5461,1.3512,0.3912,2022-10-17 13:57:19.509000+00:00
current,2.8265,2.488,4.919,1.192,1.2003,0.6997,2.1175,0.2854,2022-10-17 13:57:21.400000+00:00
current,4.098,5.068,5.0981,1.1325,1.4246,0.8502,2.6125,0.4631,2022-10-17 13:57:23.291000+00:00
current,3.7367,5.703,5.3658,1.1328,1.2631,0.6795,3.2168,0.4856,2022-10-17 13:57:25.182000+00:00
current,3.6345,6.9639,6.0304,1.1922,1.4073,1.2221,2.9346,0.4154,2022-10-17 13:57:27.073000+00:00
current,3.2409,5.5567,6.7756,1.3518,1.21,0.6148,2.9137,0.4172,2022-10-17 13:57:28.964000+00:00
current,3.2424,5.9897,7.0574,2.2059,0.8295,1.1136,2.7567,0.4946,2022-10-17 13:57:30.855000+00:00
current,3.4578,3.8454,7.4612,1.9755,1.4478,1.1768,2.6738,0.4404,2022-10-17 13:57:32.746000+00:00
current,3.213,4.2999,5.6811,2.0612,1.7357,0.9156,1.5153,0.4538,2022-10-17 13:57:34.637000+00:00
current,3.8661,2.9297,6.759,1.5189,2.0981,1.3651,1.3398,0.5586,2022-10-17 13:57:36.528000+00:00
current,3.7436,11.4145,8.4442,0.8049,2.4644,1.7745,1.0816,0.5195,2022-10-17 13:57:38.419000+00:00
current,3.6478,11.8572,9.4021,1.2273,2.1937,1.4897,0.2311,0.5854,2022-10-17 13:57:40.310000+00:00
current,3.0167,13.4415,9.5143,1.0438,2.1668,2.3767,0.7847,0.6765,2022-10-17 13:57:42.201000+00:00
current,3.062,12.2847,11.3212,1.2833,1.8122,2.2143,0.7192,0.5924,2022-10-17 13:57:44.092000+00:00
current,2.8475,12.3035,10.8575,1.4518,2.1562,1.8424,0.2592,0.5219,2022-10-17 13:57:45.983000+00:00
current,2.4354,13.1478,11.4311,1.6881,2.8786,1.6456,0.8179,0.4312,2022-10-17 13:57:47.874000+00:00
current,1.9867,10.6752,12.808,1.4644,3.2289,1.0772,1.0404,0.4412,2022-10-17 13:57:49.765000+00:00
current,3.1759,9.1038,11.5189,1.646,3.2216,0.7229,1.5087,0.5782,2022-10-17 13:57:51.656000+00:00
current,2.8902,10.3779,12.4169,2.1888,2.5834,0.1911,1.7618,0.6006,2022-10-17 13:57:53.547000+00:00
current,2.0817,9.579,10.2229,2.1454,2.2745,0.6995,0.6908,0.4857,2022-10-17 13:57:55.438000+00:00
current,1.7046,7.9945,8.5773,2.4248,2.3653,0.7507,1.1056,0.4212,2022-10-17 13:57:57.329000+00:00
current,1.664,6.7592,6.9496,2.1701,2.925,0.7464,1.598,0.3095,2022-10-17 13:57:59.220000+00:00
current,1.9037,4.6808,4.0516,1.9944,2.9489,0.338,1.2098,0.2137,2022-10-17 13:58:01.111000+00:00
current,2.1232,1.6061,3.2046,2.3726,2.8285,0.2293,1.2372,0.255,2022-10-17 13:58:03.002000+00:00
current,2.3771,0.0,3.4237,2.0775,2.3359,0.0,2.0186,0.0418,2022-10-17 13:58:04.893000+00:00
current,1.9951,0.012,3.144,1.8395,2.2727,0.0,2.4825,0.0,2022-10-17 13:58:06.784000+00:00
current,2.1065,1.7035,1.7005,1.5981,2.4699,0.0,2.9887,0.0,2022-10-17 13:58:08.675000+00:00
current,1.6447,6.2447,0.0,1.2467,2.7193,0.0,2.7339,0.0,2022-10-17 13:58:10.566000+00:00
current,1.3476,6.1478,0.0,1.4409,2.6566,0.0,2.3451,0.0,2022-10-17 13:58:12.457000+00:00
current,0.9425,4.0366,0.0,1.3776,2.0806,0.5298,2.6525,0.0704,2022-10-17 13:58:14.348000+00:00
current,0.4529,4.1816,1.0579,1.4827,2.6665,0.1231,2.3104,0.0903,2022-10-17 13:58:16.239000+00:00
current,1.0528,5.5074,1.3674,1.1382,2.9105,0.0,2.1576,0.0842,2022-10-17 13:58:18.130000+00:00
current,1.4193,7.2353,3.8249,0.9449,2.535,0.2474,2.9136,0.0783,2022-10-17 13:58:20.021000+00:00
current,1.8821,8.6319,2.9998,1.1996,3.1254,0.2919,2.0295,0.0479,2022-10-17 13:58:21.912000+00:00
current,1.8657,9.2999,4.4315,1.0129,3.5769,0.2678,1.8365,0.008,2022-10-17 13:58:23.803000+00:00
current,2.1916,9.1208,4.7272,1.2693,3.5262,0.4361,1.0631,0.1166,2022-10-17 13:58:25.694000+00:00
current,1.3124,10.008,3.6971,1.2256,3.1438,0.3893,1.7039,0.1283,2022-10-17 13:58:27.585000+00:00
current,1.7335,7.6663,4.0821,1.3337,2.8036,0.0,1.9425,0.2638,2022-10-17 13:58:29.476000+00:00
current,1.7956,4.2132,3.8593,2.102,2.6791,0.0,1.587,0.226,2022-10-17 13:58:31.367000+00:00
current,2.0593,7.8078,3.5373,2.3047,1.5998,0.084,1.0099,0.1642,2022-10-17 13:58:33.258000+00:00
current,2.1826,7.5454,1.5811,2.6772,1.8211,0.7564,0.3273,0.2417,2022-10-17 13:58:35.149000+00:00
current,1.6619,8.2585,4.2832,2.1842,1.8327,1.1153,0.9008,0.4324,2022-10-17 13:58:37.040000+00:00
current,0.9573,3.4494,4.9611,2.238,1.6665,1.2684,1.3111,0.3886,2022-10-17 13:58:38.931000+00:00
current,0.6863,6.2243,3.5352,2.6629,1.3746,1.2704,2.3385,0.4394,2022-10-17 13:58:40.822000+00:00
current,1.0322,8.0859,4.1002,2.7184,1.7855,1.4973,2.0921,0.5155,2022-10-17 13:58:42.713000+00:00
